,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
2027,07-01-2021,Men's Apparel,Northeast,Sports Direct,In-store,New Jersey,50,1000,20
2028,07-11-2021,Men's Apparel,Northeast,Sports Direct,In-store,New Jersey,60,1350,23
2029,06-12-2021,Men's Apparel,Northeast,Sports Direct,In-store,New Jersey,60,1650,28
2030,17-01-2021,Men's Apparel,Northeast,Sports Direct,In-store,Rhode Island,50,750,15
2031,07-11-2021,Men's Apparel,Northeast,Sports Direct,In-store,Rhode Island,60,1050,18
2032,06-12-2021,Men's Apparel,Northeast,Sports Direct,In-store,Rhode Island,60,1350,23
2033,04-04-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,40,800,20
2034,03-03-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,40,900,23
2035,03-05-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,50,1250,25
2036,03-09-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,50,1500,30
2037,05-06-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,50,1875,38
2038,03-07-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,50,2000,40
2039,04-08-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,50,2000,40
2040,05-10-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,55,1513,28
2041,20-09-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,45,1013,23
2042,20-07-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,45,1238,28
2043,21-08-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,45,1238,28
2044,22-10-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,50,1000,20
2045,14-04-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,40,600,15
2046,13-03-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,40,700,18
2047,13-05-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,50,1000,20
2048,13-09-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,50,1250,25
2049,15-06-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,50,1625,33
2050,13-07-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,50,1750,35
2051,14-08-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,50,1750,35
2052,15-10-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,1238,23
2053,07-11-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1375,28
2054,06-12-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1750,35
2055,05-02-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,40,800,20
2056,07-01-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,40,1200,30
2057,15-02-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,40,600,15
2058,17-01-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,40,1000,25
2059,07-11-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1125,23
2060,06-12-2021,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1500,30
2061,04-04-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,40,2000,50
2062,03-03-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,40,2080,52
2063,03-09-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,2750,50
2064,03-05-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,2998,55
2065,05-06-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,3438,63
2066,04-08-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,3438,63
2067,03-07-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,3575,65
2068,05-10-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,60,2700,45
2069,20-09-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,2125,43
2070,21-08-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,2500,50
2071,22-10-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Maryland,55,2063,38
2072,14-04-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,40,1800,45
2073,13-03-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,40,1880,47
2074,13-09-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,2475,45
2075,13-05-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,2723,50
2076,15-06-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,3163,58
2077,14-08-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,3163,58
2078,13-07-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,3300,60
2079,15-10-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,60,2400,40
2080,07-11-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,60,2400,40
2081,06-12-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,60,3300,55
2082,07-01-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,40,2000,50
2083,05-02-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,40,2200,55
2084,17-01-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,40,1800,45
2085,15-02-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,40,2000,50
2086,07-11-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,60,2100,35
2087,06-12-2021,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,60,3000,50
2088,03-03-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,40,1000,25
2089,04-04-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,40,1100,28
2090,05-02-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,40,1200,30
2091,03-09-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,1650,28
2092,03-05-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2250,38
2093,04-08-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2250,38
2094,05-06-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2550,43
2095,03-07-2021,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2850,48
2096,20-09-2021,Women's Apparel,Northeast,Sports Direct,In-store,Maryland,55,1100,20
2097,21-08-2021,Women's Apparel,Northeast,Sports Direct,In-store,Maryland,55,1650,30
2098,20-07-2021,Women's Apparel,Northeast,Sports Direct,In-store,Maryland,55,1925,35
2099,13-03-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,40,800,20
2100,15-02-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,40,1000,25
2101,14-04-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,40,1100,28
2102,13-09-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,1350,23
2103,13-05-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,1950,33
2104,14-08-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,1950,33
2105,15-06-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,2250,38
2106,13-07-2021,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,2550,43
2107,07-01-2021,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,40,1200,30
2108,08-10-2021,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,65,1625,25
2109,07-11-2021,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,65,2113,33
2110,06-12-2021,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,65,2438,38
2111,17-01-2021,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,40,1000,25
2112,08-10-2021,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,65,1300,20
2113,07-11-2021,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,65,1788,28
2114,06-12-2021,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,65,2113,33
2115,03-03-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,35,350,10
2116,05-02-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,35,438,13
2117,04-04-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,35,438,13
2118,03-09-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,788,18
2119,03-05-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1013,23
2120,04-08-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1013,23
2121,05-06-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238,28
2122,03-07-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238,28
2123,05-10-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,55,825,15
2124,20-09-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,40,400,10
2125,20-07-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,40,600,15
2126,21-08-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,40,600,15
2127,14-04-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,35,438,13
2128,15-02-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,35,875,25
2129,13-03-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,35,1050,30
2130,13-09-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,563,13
2131,13-05-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,788,18
2132,14-08-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,788,18
2133,15-06-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013,23
2134,13-07-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013,23
2135,15-10-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,550,10
2136,07-01-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,35,525,15
2137,07-11-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1250,25
2138,06-12-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1375,28
2139,17-01-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,35,350,10
2140,07-11-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1000,20
2141,06-12-2021,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1125,23
2142,04-04-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,30,600,20
2143,03-03-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,30,750,25
2144,03-09-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,900,20
2145,03-05-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238,28
2146,05-06-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1350,30
2147,03-07-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1463,33
2148,04-08-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1463,33
2149,05-10-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,963,18
2150,20-09-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,500,13
2151,20-07-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,800,20
2152,21-08-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,800,20
2153,22-10-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,500,10
2154,14-04-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,30,450,15
2155,13-03-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,30,600,20
2156,13-09-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,675,15
2157,13-05-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013,23
2158,15-06-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1125,25
2159,13-07-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1238,28
2160,14-08-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1238,28
2161,15-10-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,688,13
2162,05-02-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,30,750,25
2163,07-01-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,30,900,30
2164,07-11-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1350,27
2165,06-12-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1625,33
2166,15-02-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,30,600,20
2167,17-01-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,30,750,25
2168,07-11-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1100,22
2169,06-12-2021,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1375,28
2170,21-04-2021,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,225,5
2171,20-03-2021,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,338,8
2172,22-02-2021,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,563,13
2173,20-05-2021,Men's Apparel,Northeast,West Gear,In-store,Maryland,50,625,13
2174,08-03-2021,Men's Apparel,Northeast,West Gear,In-store,New York,55,2613,48
2175,09-04-2021,Men's Apparel,Northeast,West Gear,In-store,New York,55,2613,48
2176,08-09-2021,Men's Apparel,Northeast,West Gear,In-store,New York,55,2888,53
2177,10-02-2021,Men's Apparel,Northeast,West Gear,In-store,New York,55,3025,55
2178,09-08-2021,Men's Apparel,Northeast,West Gear,In-store,New York,55,3025,55
2179,08-05-2021,Men's Apparel,Northeast,West Gear,In-store,New York,60,3150,53
2180,10-10-2021,Men's Apparel,Northeast,West Gear,In-store,New York,60,3000,50
2181,09-11-2021,Men's Apparel,Northeast,West Gear,In-store,New York,65,3575,55
2182,10-06-2021,Men's Apparel,Northeast,West Gear,In-store,New York,65,3738,58
2183,08-07-2021,Men's Apparel,Northeast,West Gear,In-store,New York,65,3900,60
2184,18-09-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,35,788,23
2185,16-03-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,40,900,23
2186,17-10-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,788,18
2187,18-05-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,1013,23
2188,17-06-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,1238,28
2189,17-02-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,50,1250,25
2190,17-08-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,50,1250,25
2191,16-07-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,60,1800,30
2192,17-04-2021,Men's Apparel,Northeast,West Gear,In-store,West Virginia,65,1300,20
2193,21-04-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,35,438,13
2194,20-03-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,35,525,15
2195,20-05-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,45,788,18
2196,22-06-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,45,1125,25
2197,09-04-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2363,53
2198,08-03-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2475,55
2199,09-11-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3000,60
2200,10-10-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3125,63
2201,08-09-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3250,65
2202,08-05-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3163,58
2203,10-06-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3438,63
2204,08-12-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3713,68
2205,08-07-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,60,4200,70
2206,09-08-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,60,4200,70
2207,11-11-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,Vermont,60,1950,33
2208,22-02-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,438,13
2209,17-04-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,750,25
2210,16-03-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,825,28
2211,18-09-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,1050,35
2212,17-10-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,963,28
2213,18-05-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1200,30
2214,17-06-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1700,43
2215,17-08-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,45,1350,30
2216,16-07-2021,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,55,2200,40
2217,21-04-2021,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,35,1488,43
2218,20-03-2021,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,35,1558,45
2219,20-05-2021,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,50,2350,47
2220,22-06-2021,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,50,2500,50
2221,09-04-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,45,3713,83
2222,08-03-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,45,3915,87
2223,08-09-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,55,4675,85
2224,08-05-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,55,4785,87
2225,10-06-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,5250,88
2226,09-11-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,4650,78
2227,10-10-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,4800,80
2228,08-12-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,5688,88
2229,09-08-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,6013,93
2230,08-07-2021,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,6175,95
2231,11-11-2021,Men's Street Footwear,Northeast,West Gear,In-store,Vermont,70,3150,45
2232,17-04-2021,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,30,1650,55
2233,16-03-2021,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,30,1710,57
